           t           x           rho             U             p          rhoU             E
     0.07184    -0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184    -0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.02500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.03500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.04500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.05500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.06500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.07500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.08500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.09500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.10500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.11500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.12500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.13500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.14500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.15500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.16500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.17500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.18500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.19500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.20500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.21500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.22500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.23500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.24500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.25500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.26500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.27500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.28500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.29500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.30500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07184     0.31500      1.000000      0.000000      1.000000      0.000000      2.499999
     0.07184     0.32500      1.000000      0.000002      0.999998      0.000002      2.499994
     0.07184     0.33500      1.000000      0.000010      0.999988      0.000010      2.499971
     0.07184     0.34500      1.000000      0.000047      0.999945      0.000047      2.499861
     0.07184     0.35500      1.000000      0.000198      0.999766      0.000198      2.499414
     0.07184     0.36500      1.000000      0.000743      0.999121      0.000743      2.497803
     0.07184     0.37500      1.000000      0.002457      0.997094      0.002457      2.492737
     0.07184     0.38500      1.000000      0.007111      0.991594      0.007111      2.479010
     0.07184     0.39500      1.000000      0.017886      0.978881      0.017886      2.447363
     0.07184     0.40500      1.000000      0.039074      0.953946      0.039074      2.385628
     0.07184     0.41500      1.000000      0.075456      0.911942      0.075456      2.282702
     0.07184     0.42500      1.000000      0.119846      0.855016      0.119846      2.144722
     0.07184     0.43500      1.000000      0.171395      0.810895      0.171395      2.041927
     0.07184     0.44500      1.000000      0.209517      0.751845      0.209517      1.901561
     0.07184     0.45500      1.000000      0.261601      0.694615      0.261601      1.770755
     0.07184     0.46500      1.000000      0.320064      0.644906      0.320064      1.663486
