           t           x           rho             U             p          rhoU             E
     0.14790    -0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790    -0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.02500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.03500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.04500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.05500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.06500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.07500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.08500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.09500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.10500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.11500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.12500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.13500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.14500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.15500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.16500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.17500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.18500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.14790     0.19500      1.000000      0.000000      1.000000      0.000000      2.499999
     0.14790     0.20500      1.000000      0.000001      0.999999      0.000001      2.499998
     0.14790     0.21500      1.000000      0.000003      0.999997      0.000003      2.499992
     0.14790     0.22500      1.000000      0.000010      0.999988      0.000010      2.499971
     0.14790     0.23500      1.000000      0.000032      0.999962      0.000032      2.499905
     0.14790     0.24500      1.000000      0.000099      0.999883      0.000099      2.499707
     0.14790     0.25500      1.000000      0.000285      0.999663      0.000285      2.499157
     0.14790     0.26500      1.000000      0.000762      0.999098      0.000762      2.497745
     0.14790     0.27500      1.000000      0.001886      0.997769      0.001886      2.494425
     0.14790     0.28500      1.000000      0.004291      0.994926      0.004291      2.487323
     0.14790     0.29500      1.000000      0.008939      0.989433      0.008939      2.473623
     0.14790     0.30500      1.000000      0.016993      0.979928      0.016993      2.449964
     0.14790     0.31500      1.000000      0.029464      0.965239      0.029464      2.413532
     0.14790     0.32500      1.000000      0.046762      0.944906      0.046762      2.363358
     0.14790     0.33500      1.000000      0.068561      0.919464      0.068561      2.301010
     0.14790     0.34500      1.000000      0.093907      0.889670      0.093907      2.228583
     0.14790     0.35500      1.000000      0.120956      0.858471      0.120956      2.153493
     0.14790     0.36500      1.000000      0.147541      0.829016      0.147541      2.083425
     0.14790     0.37500      1.000000      0.171546      0.798280      0.171546      2.010414
     0.14790     0.38500      1.000000      0.199782      0.767983      0.199782      1.939913
     0.14790     0.39500      1.000000      0.227774      0.740115      0.227774      1.876227
     0.14790     0.40500      1.000000      0.249563      0.708542      0.249563      1.802495
     0.14790     0.41500      1.000000      0.278454      0.678287      0.278454      1.734487
     0.14790     0.42500      1.000000      0.308644      0.650997      0.308644      1.675122
     0.14790     0.43500      1.000000      0.329505      0.618825      0.329505      1.601348
     0.14790     0.44500      1.000000      0.358920      0.591130      0.358920      1.542237
     0.14790     0.45500      1.000000      0.388552      0.562857      0.388552      1.482629
     0.14790     0.46500      1.000000      0.408296      0.531587      0.408296      1.412321
     0.14790     0.47500      1.000000      0.437923      0.509036      0.437923      1.368479
     0.14790     0.48500      1.000000      0.462092      0.482179      0.462092      1.312211
     0.14790     0.49500      1.000000      0.481271      0.455535      0.481271      1.254648
     0.14790     0.50500      0.999999      0.508264      0.436552      0.508264      1.220546
     0.14790     0.51500      0.999996      0.523604      0.414807      0.523601      1.174096
     0.14790     0.52500      0.999981      0.541088      0.397483      0.541078      1.140093
     0.14790     0.53500      0.999922      0.558112      0.384901      0.558068      1.117984
     0.14790     0.54500      0.999715      0.564941      0.372510      0.564780      1.090808
     0.14790     0.55500      0.999062      0.574056      0.365005      0.573518      1.077129
     0.14790     0.56500      0.997211      0.581052      0.359622      0.579431      1.067394
     0.14790     0.57500      0.992440      0.584299      0.353469      0.579882      1.053085
     0.14790     0.58500      0.981260      0.586043      0.347614      0.575061      1.037541
     0.14790     0.59500      0.957413      0.584319      0.340528      0.559434      1.014763
     0.14790     0.60500      0.911046      0.577857      0.329561      0.526455      0.976011
     0.14790     0.61500      0.829237      0.566099      0.312067      0.469430      0.913040
     0.14790     0.62500      0.702523      0.537484      0.282636      0.377595      0.808065
     0.14790     0.63500      0.548984      0.459178      0.233574      0.252081      0.641809
     0.14790     0.64500      0.405651      0.364125      0.188295      0.147707      0.497630
     0.14790     0.65500      0.295131      0.310818      0.163452      0.091732      0.422886
     0.14790     0.66500      0.221297      0.310822      0.154954      0.068784      0.398074
     0.14790     0.67500      0.175899      0.318553      0.150851      0.056033      0.386052
     0.14790     0.68500      0.149695      0.272838      0.140577      0.040843      0.357014
     0.14790     0.69500      0.135749      0.156246      0.121783      0.021210      0.306115
     0.14790     0.70500      0.129200      0.064278      0.108694      0.008305      0.272003
     0.14790     0.71500      0.126506      0.022117      0.102949      0.002798      0.257405
     0.14790     0.72500      0.125506      0.007004      0.100929      0.000879      0.252326
     0.14790     0.73500      0.125161      0.002122      0.100281      0.000266      0.250703
     0.14790     0.74500      0.125049      0.000621      0.100082      0.000078      0.250206
     0.14790     0.75500      0.125014      0.000176      0.100023      0.000022      0.250058
     0.14790     0.76500      0.125004      0.000048      0.100006      0.000006      0.250016
     0.14790     0.77500      0.125001      0.000013      0.100002      0.000002      0.250004
     0.14790     0.78500      0.125000      0.000003      0.100000      0.000000      0.250001
     0.14790     0.79500      0.125000      0.000001      0.100000      0.000000      0.250000
     0.14790     0.80500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.81500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.82500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.83500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.84500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.85500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.86500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.87500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.88500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.89500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.90500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.91500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.14790     0.92500      0.125000      0.000000      0.100000      0.000000      0.250000
