           t           x           rho             U             p          rhoU             E
     0.17748     0.33500      1.000000      0.136142      0.840142      0.136142      2.109623
     0.17748     0.34500      1.000000      0.159427      0.814536      0.159427      2.049047
     0.17748     0.35500      1.000000      0.182207      0.789077      0.182207      1.989291
     0.17748     0.36500      1.000000      0.202567      0.762913      0.202567      1.927798
     0.17748     0.37500      1.000000      0.226724      0.737738      0.226724      1.870046
     0.17748     0.38500      1.000000      0.250603      0.713633      0.250603      1.815484
     0.17748     0.39500      1.000000      0.269127      0.686861      0.269127      1.753366
     0.17748     0.40500      1.000000      0.293773      0.661575      0.293773      1.697090
     0.17748     0.41500      1.000000      0.319306      0.638263      0.319306      1.646635
     0.17748     0.42500      1.000000      0.337111      0.611074      0.337111      1.584508
     0.17748     0.43500      1.000000      0.361938      0.587934      0.361938      1.535334
     0.17748     0.44500      1.000000      0.386527      0.563742      0.386527      1.484057
     0.17748     0.45500      1.000000      0.404033      0.537348      0.404033      1.424990
     0.17748     0.46500      1.000000      0.429127      0.517790      0.429127      1.386550
     0.17748     0.47500      1.000000      0.449646      0.494286      0.449646      1.336806
     0.17748     0.48500      1.000000      0.467419      0.470904      0.467419      1.286499
     0.17748     0.49500      1.000000      0.491403      0.453363      0.491403      1.254145
     0.17748     0.50500      1.000000      0.506246      0.432753      0.506246      1.210024
     0.17748     0.51500      1.000000      0.523262      0.414669      0.523262      1.173575
     0.17748     0.52500      0.999999      0.542147      0.401290      0.542147      1.150187
     0.17748     0.53500      0.999995      0.551013      0.386709      0.551010      1.118580
     0.17748     0.54500      0.999979      0.561940      0.376116      0.561928      1.098175
     0.17748     0.55500      0.999924      0.572214      0.368775      0.572170      1.085639
     0.17748     0.56500      0.999753      0.576734      0.361980      0.576591      1.071221
     0.17748     0.57500      0.999258      0.581640      0.357792      0.581209      1.063506
     0.17748     0.58500      0.997944      0.584651      0.354454      0.583449      1.056693
     0.17748     0.59500      0.994718      0.586698      0.350822      0.583599      1.048252
     0.17748     0.60500      0.987399      0.587557      0.347419      0.580153      1.038984
     0.17748     0.61500      0.972036      0.586434      0.343192      0.570035      1.025125
     0.17748     0.62500      0.942199      0.582208      0.336412      0.548556      1.000718
     0.17748     0.63500      0.888621      0.573430      0.324548      0.509562      0.957470
     0.17748     0.64500      0.800413      0.560863      0.305990      0.448921      0.890868
     0.17748     0.65500      0.673280      0.536893      0.278307      0.361479      0.792804
     0.17748     0.66500      0.528671      0.463789      0.232479      0.245192      0.638057
     0.17748     0.67500      0.396060      0.357143      0.185800      0.141450      0.489758
     0.17748     0.68500      0.292869      0.282352      0.157222      0.082692      0.404729
     0.17748     0.69500      0.222606      0.262052      0.146169      0.058334      0.373066
     0.17748     0.70500      0.178755      0.273521      0.143855      0.048893      0.366324
     0.17748     0.71500      0.152753      0.275823      0.141022      0.042133      0.358367
     0.17748     0.72500      0.138199      0.222164      0.131625      0.030703      0.332474
     0.17748     0.73500      0.130663      0.117901      0.116125      0.015405      0.291221
     0.17748     0.74500      0.127207      0.046601      0.106251      0.005928      0.265766
     0.17748     0.75500      0.125800      0.015837      0.102106      0.001992      0.255280
     0.17748     0.76500      0.125274      0.005027      0.100666      0.000630      0.251667
     0.17748     0.77500      0.125090      0.001540      0.100204      0.000193      0.250510
     0.17748     0.78500      0.125028      0.000460      0.100061      0.000057      0.250152
     0.17748     0.79500      0.125008      0.000134      0.100018      0.000017      0.250044
     0.17748     0.80500      0.125002      0.000038      0.100005      0.000005      0.250013
     0.17748     0.81500      0.125001      0.000010      0.100001      0.000001      0.250003
     0.17748     0.82500      0.125000      0.000003      0.100000      0.000000      0.250001
     0.17748     0.83500      0.125000      0.000001      0.100000      0.000000      0.250000
     0.17748     0.84500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.85500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.86500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.87500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.88500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.89500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.90500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.91500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.92500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.93500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.94500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.95500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.96500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.97500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.98500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     0.99500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     1.00500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.17748     1.01500      0.125000      0.000000      0.100000      0.000000      0.250000
