           t           x           rho             U             p          rhoU             E
     0.07606    -0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606    -0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.02500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.03500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.04500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.05500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.06500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.07500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.08500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.09500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.10500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.11500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.12500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.13500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.14500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.15500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.16500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.17500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.18500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.19500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.20500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.21500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.22500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.23500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.24500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.25500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.26500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.27500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.28500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.29500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.07606     0.30500      1.000000      0.000000      1.000000      0.000000      2.499999
     0.07606     0.31500      1.000000      0.000001      0.999999      0.000001      2.499997
     0.07606     0.32500      1.000000      0.000006      0.999993      0.000006      2.499983
     0.07606     0.33500      1.000000      0.000027      0.999968      0.000027      2.499921
     0.07606     0.34500      1.000000      0.000114      0.999865      0.000114      2.499662
     0.07606     0.35500      1.000000      0.000437      0.999483      0.000437      2.498709
     0.07606     0.36500      1.000000      0.001483      0.998246      0.001483      2.495616
     0.07606     0.37500      1.000000      0.004443      0.994746      0.004443      2.486876
     0.07606     0.38500      1.000000      0.011661      0.986221      0.011661      2.465621
     0.07606     0.39500      1.000000      0.026708      0.968496      0.026708      2.421597
     0.07606     0.40500      1.000000      0.053506      0.936955      0.053506      2.343818
     0.07606     0.41500      1.000000      0.095546      0.889715      0.095546      2.228853
     0.07606     0.42500      1.000000      0.135123      0.835096      0.135123      2.096870
     0.07606     0.43500      1.000000      0.184324      0.793803      0.184324      2.001496
     0.07606     0.44500      1.000000      0.227662      0.736562      0.227662      1.867321
     0.07606     0.45500      1.000000      0.272211      0.678259      0.272211      1.732696
     0.07606     0.46500      1.000000      0.329211      0.634758      0.329211      1.641084
     0.07606     0.47500      0.999999      0.365201      0.577904      0.365201      1.511446
     0.07606     0.48500      0.999987      0.416323      0.529523      0.416317      1.410468
     0.07606     0.49500      0.999894      0.466190      0.487121      0.466140      1.326458
     0.07606     0.50500      0.999306      0.490955      0.440875      0.490614      1.222623
     0.07606     0.51500      0.996634      0.529419      0.412447      0.527637      1.170789
     0.07606     0.52500      0.987126      0.554977      0.386328      0.547832      1.117838
     0.07606     0.53500      0.959535      0.570352      0.357374      0.547273      1.049504
     0.07606     0.54500      0.893366      0.571483      0.330492      0.510544      0.972113
     0.07606     0.55500      0.762430      0.539037      0.292344      0.410978      0.841626
     0.07606     0.56500      0.574427      0.473376      0.240833      0.271920      0.666442
     0.07606     0.57500      0.397177      0.427007      0.202438      0.169597      0.542305
     0.07606     0.58500      0.269951      0.387832      0.175468      0.104696      0.458973
     0.07606     0.59500      0.192721      0.297194      0.148652      0.057276      0.380142
     0.07606     0.60500      0.152507      0.165146      0.124087      0.025186      0.312298
     0.07606     0.61500      0.134741      0.067027      0.109202      0.009031      0.273307
     0.07606     0.62500      0.128068      0.021993      0.102944      0.002817      0.257392
     0.07606     0.63500      0.125879      0.006364      0.100845      0.000801      0.252114
     0.07606     0.64500      0.125232      0.001694      0.100224      0.000212      0.250561
     0.07606     0.65500      0.125057      0.000422      0.100056      0.000053      0.250140
     0.07606     0.66500      0.125013      0.000099      0.100013      0.000012      0.250033
     0.07606     0.67500      0.125003      0.000022      0.100003      0.000003      0.250007
     0.07606     0.68500      0.125001      0.000005      0.100001      0.000001      0.250002
     0.07606     0.69500      0.125000      0.000001      0.100000      0.000000      0.250000
     0.07606     0.70500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.71500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.72500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.73500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.74500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.75500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.76500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.77500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.78500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.79500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.80500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.81500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.82500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.83500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.84500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.85500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.86500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.87500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.07606     0.88500      0.125000      0.000000      0.100000      0.000000      0.250000
