           t           x           rho             U             p          rhoU             E
     0.01268    -0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268    -0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.02500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.03500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.04500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.05500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.06500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.07500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.08500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.09500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.10500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.11500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.12500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.13500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.14500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.15500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.16500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.17500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.18500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.19500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.20500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.21500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.22500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.23500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.24500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.25500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.26500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.27500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.28500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.29500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.30500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.31500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.32500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.33500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.34500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.35500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.36500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.37500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.38500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.39500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.40500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.41500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.42500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.43500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.01268     0.44500      1.000000      0.000034      0.999959      0.000034      2.499899
     0.01268     0.45500      1.000000      0.000724      0.999144      0.000724      2.497860
     0.01268     0.46500      1.000000      0.007581      0.991048      0.007581      2.477650
