           t           x           rho             U             p          rhoU             E
     0.13945    -0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945    -0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.02500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.03500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.04500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.05500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.06500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.07500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.08500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.09500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.10500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.11500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.12500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.13500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.14500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.15500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.16500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.17500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.18500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.19500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.20500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.13945     0.21500      1.000000      0.000001      0.999999      0.000001      2.499998
     0.13945     0.22500      1.000000      0.000002      0.999997      0.000002      2.499994
     0.13945     0.23500      1.000000      0.000008      0.999991      0.000008      2.499977
     0.13945     0.24500      1.000000      0.000027      0.999968      0.000027      2.499921
     0.13945     0.25500      1.000000      0.000085      0.999899      0.000085      2.499748
     0.13945     0.26500      1.000000      0.000254      0.999699      0.000254      2.499249
     0.13945     0.27500      1.000000      0.000701      0.999171      0.000701      2.497928
     0.13945     0.28500      1.000000      0.001783      0.997891      0.001783      2.494729
     0.13945     0.29500      1.000000      0.004162      0.995078      0.004162      2.487704
     0.13945     0.30500      1.000000      0.008868      0.989517      0.008868      2.473831
     0.13945     0.31500      1.000000      0.017188      0.979698      0.017188      2.449394
     0.13945     0.32500      1.000000      0.030274      0.964285      0.030274      2.411170
     0.13945     0.33500      1.000000      0.048635      0.942743      0.048635      2.358039
     0.13945     0.34500      1.000000      0.071756      0.915540      0.071756      2.291425
     0.13945     0.35500      1.000000      0.099004      0.884331      0.099004      2.215729
     0.13945     0.36500      1.000000      0.127159      0.851124      0.127159      2.135895
     0.13945     0.37500      1.000000      0.153788      0.819019      0.153788      2.059373
     0.13945     0.38500      1.000000      0.182492      0.790445      0.182492      1.992765
     0.13945     0.39500      1.000000      0.209943      0.756579      0.209943      1.913486
     0.13945     0.40500      1.000000      0.235606      0.723170      0.235606      1.835679
     0.13945     0.41500      1.000000      0.266512      0.696942      0.266512      1.777870
     0.13945     0.42500      1.000000      0.293684      0.663093      0.293684      1.700858
     0.13945     0.43500      1.000000      0.319731      0.628844      0.319731      1.623223
     0.13945     0.44500      1.000000      0.352710      0.602982      0.352710      1.569658
     0.13945     0.45500      1.000000      0.376451      0.570098      0.376451      1.496103
     0.13945     0.46500      1.000000      0.403972      0.538812      0.403972      1.428626
     0.13945     0.47500      1.000000      0.436643      0.513993      0.436643      1.380311
     0.13945     0.48500      1.000000      0.454974      0.483742      0.454974      1.312856
     0.13945     0.49500      1.000000      0.481876      0.459571      0.481876      1.265030
     0.13945     0.50500      0.999998      0.507490      0.436932      0.507489      1.221103
     0.13945     0.51500      0.999991      0.522623      0.413442      0.522618      1.170171
     0.13945     0.52500      0.999959      0.544317      0.398198      0.544295      1.143630
     0.13945     0.53500      0.999834      0.556852      0.382977      0.556759      1.112459
     0.13945     0.54500      0.999407      0.565738      0.371149      0.565402      1.087806
     0.13945     0.55500      0.998105      0.576756      0.364687      0.575663      1.077726
     0.13945     0.56500      0.994538      0.581924      0.357763      0.578745      1.062800
     0.13945     0.57500      0.985710      0.584987      0.350686      0.576628      1.045374
     0.13945     0.58500      0.965938      0.584667      0.343334      0.564752      1.023431
     0.13945     0.59500      0.925842      0.579816      0.333143      0.536818      0.988485
     0.13945     0.60500      0.852236      0.569616      0.316945      0.485447      0.930623
     0.13945     0.61500      0.732708      0.544874      0.289673      0.399234      0.832947
     0.13945     0.62500      0.578270      0.473359      0.241846      0.273729      0.669402
     0.13945     0.63500      0.428075      0.380214      0.194973      0.162760      0.518375
     0.13945     0.64500      0.309569      0.325290      0.168288      0.100700      0.437099
     0.13945     0.65500      0.229464      0.324070      0.158544      0.074362      0.408408
     0.13945     0.66500      0.179984      0.328088      0.153220      0.059051      0.392738
     0.13945     0.67500      0.151448      0.272154      0.140424      0.041217      0.356669
     0.13945     0.68500      0.136365      0.150282      0.120974      0.020493      0.303975
     0.13945     0.69500      0.129382      0.060679      0.108207      0.007851      0.270756
     0.13945     0.70500      0.126549      0.020677      0.102757      0.002617      0.256920
     0.13945     0.71500      0.125512      0.006500      0.100862      0.000816      0.252158
     0.13945     0.72500      0.125160      0.001951      0.100258      0.000244      0.250646
     0.13945     0.73500      0.125048      0.000565      0.100075      0.000071      0.250187
     0.13945     0.74500      0.125013      0.000158      0.100021      0.000020      0.250052
     0.13945     0.75500      0.125004      0.000042      0.100006      0.000005      0.250014
     0.13945     0.76500      0.125001      0.000011      0.100001      0.000001      0.250004
     0.13945     0.77500      0.125000      0.000003      0.100000      0.000000      0.250001
     0.13945     0.78500      0.125000      0.000001      0.100000      0.000000      0.250000
     0.13945     0.79500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.13945     0.80500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.13945     0.81500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.13945     0.82500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.13945     0.83500      0.125000      0.000000      0.100000      0.000000      0.250000
