           t           x           rho             U             p          rhoU             E
     0.11410    -0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410    -0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.02500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.03500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.04500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.05500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.06500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.07500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.08500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.09500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.10500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.11500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.12500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.13500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.14500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.15500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.16500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.17500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.18500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.19500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.20500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.21500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.22500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.23500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.11410     0.24500      1.000000      0.000000      1.000000      0.000000      2.499999
     0.11410     0.25500      1.000000      0.000001      0.999999      0.000001      2.499998
     0.11410     0.26500      1.000000      0.000003      0.999996      0.000003      2.499990
     0.11410     0.27500      1.000000      0.000013      0.999984      0.000013      2.499960
     0.11410     0.28500      1.000000      0.000049      0.999942      0.000049      2.499855
     0.11410     0.29500      1.000000      0.000165      0.999805      0.000165      2.499512
     0.11410     0.30500      1.000000      0.000509      0.999397      0.000509      2.498494
     0.11410     0.31500      1.000000      0.001436      0.998301      0.001436      2.495753
     0.11410     0.32500      1.000000      0.003680      0.995648      0.003680      2.489126
     0.11410     0.33500      1.000000      0.008517      0.989932      0.008517      2.474867
     0.11410     0.34500      1.000000      0.017721      0.979071      0.017721      2.447834
     0.11410     0.35500      1.000000      0.033116      0.960955      0.033116      2.402937
     0.11410     0.36500      1.000000      0.055679      0.934377      0.055679      2.337493
     0.11410     0.37500      1.000000      0.085176      0.900810      0.085176      2.255654
     0.11410     0.38500      1.000000      0.115281      0.863088      0.115281      2.164365
     0.11410     0.39500      1.000000      0.150154      0.825673      0.150154      2.075455
     0.11410     0.40500      1.000000      0.184721      0.788748      0.184721      1.988931
     0.11410     0.41500      1.000000      0.211522      0.749378      0.211522      1.895815
     0.11410     0.42500      1.000000      0.248120      0.714730      0.248120      1.817607
     0.11410     0.43500      1.000000      0.285031      0.677125      0.285031      1.733434
     0.11410     0.44500      1.000000      0.311804      0.635650      0.311804      1.637736
     0.11410     0.45500      1.000000      0.350117      0.604436      0.350117      1.572382
     0.11410     0.46500      1.000000      0.383982      0.565755      0.383982      1.488109
     0.11410     0.47500      1.000000      0.411432      0.526859      0.411432      1.401786
     0.11410     0.48500      1.000000      0.450572      0.500192      0.450572      1.351987
     0.11410     0.49500      0.999997      0.474617      0.466479      0.474616      1.278829
     0.11410     0.50500      0.999981      0.499760      0.436601      0.499750      1.216380
     0.11410     0.51500      0.999904      0.529777      0.415811      0.529726      1.179846
     0.11410     0.52500      0.999580      0.543619      0.393726      0.543391      1.132015
     0.11410     0.53500      0.998430      0.561285      0.379788      0.560404      1.106743
     0.11410     0.54500      0.994879      0.573911      0.368808      0.570972      1.085864
     0.11410     0.55500      0.985238      0.578978      0.356189      0.570431      1.055605
     0.11410     0.56500      0.962142      0.581267      0.344817      0.559262      1.024584
     0.11410     0.57500      0.913191      0.577211      0.331267      0.527104      0.980293
     0.11410     0.58500      0.821323      0.563035      0.310120      0.462433      0.905482
     0.11410     0.59500      0.676102      0.514599      0.269668      0.347922      0.763690
     0.11410     0.60500      0.507814      0.430611      0.218672      0.218670      0.593761
     0.11410     0.61500      0.362360      0.373239      0.185306      0.135247      0.488506
     0.11410     0.62500      0.259294      0.363884      0.169943      0.094353      0.442025
     0.11410     0.63500      0.194578      0.346380      0.158751      0.067398      0.408550
