           t           x           rho             U             p          rhoU             E
     0.09297    -0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297    -0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.02500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.03500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.04500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.05500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.06500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.07500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.08500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.09500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.10500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.11500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.12500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.13500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.14500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.15500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.16500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.17500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.18500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.19500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.20500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.21500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.22500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.23500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.24500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.25500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.26500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.27500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.09297     0.28500      1.000000      0.000001      0.999999      0.000001      2.499998
     0.09297     0.29500      1.000000      0.000003      0.999997      0.000003      2.499992
     0.09297     0.30500      1.000000      0.000013      0.999985      0.000013      2.499963
     0.09297     0.31500      1.000000      0.000051      0.999940      0.000051      2.499849
     0.09297     0.32500      1.000000      0.000188      0.999777      0.000188      2.499443
     0.09297     0.33500      1.000000      0.000629      0.999256      0.000629      2.498141
     0.09297     0.34500      1.000000      0.001890      0.997764      0.001890      2.494412
     0.09297     0.35500      1.000000      0.005085      0.993987      0.005085      2.484980
     0.09297     0.36500      1.000000      0.012167      0.985623      0.012167      2.464133
     0.09297     0.37500      1.000000      0.025806      0.969553      0.025806      2.424216
     0.09297     0.38500      1.000000      0.048603      0.942715      0.048603      2.357969
     0.09297     0.39500      1.000000      0.082320      0.904305      0.082320      2.264152
     0.09297     0.40500      1.000000      0.116422      0.859900      0.116422      2.156527
     0.09297     0.41500      1.000000      0.156817      0.821429      0.156817      2.065867
     0.09297     0.42500      1.000000      0.196439      0.772992      0.196439      1.951775
     0.09297     0.43500      1.000000      0.231799      0.724295      0.231799      1.837603
     0.09297     0.44500      1.000000      0.277311      0.688635      0.277311      1.760037
     0.09297     0.45500      1.000000      0.312795      0.640463      0.312795      1.650078
     0.09297     0.46500      1.000000      0.352493      0.592918      0.352493      1.544421
     0.09297     0.47500      1.000000      0.400389      0.555905      0.400389      1.469917
     0.09297     0.48500      0.999997      0.427347      0.510404      0.427346      1.367322
     0.09297     0.49500      0.999978      0.467537      0.474449      0.467526      1.295416
     0.09297     0.50500      0.999862      0.505832      0.443881      0.505762      1.237617
     0.09297     0.51500      0.999306      0.523555      0.411315      0.523192      1.165246
     0.09297     0.52500      0.997155      0.549666      0.391773      0.548102      1.130069
     0.09297     0.53500      0.990214      0.565667      0.374055      0.560131      1.093561
     0.09297     0.54500      0.971119      0.575355      0.354970      0.558738      1.048162
     0.09297     0.55500      0.926162      0.576836      0.337200      0.534244      0.997085
     0.09297     0.56500      0.834907      0.563932      0.313299      0.470831      0.916006
     0.09297     0.57500      0.682134      0.511095      0.269592      0.348635      0.763073
     0.09297     0.58500      0.502278      0.439205      0.220530      0.220603      0.599771
     0.09297     0.59500      0.350400      0.400699      0.189504      0.140405      0.501889
     0.09297     0.60500      0.246078      0.377103      0.170927      0.092797      0.444813
     0.09297     0.61500      0.183048      0.304019      0.148778      0.055650      0.380403
     0.09297     0.62500      0.149487      0.175442      0.125440      0.026226      0.315899
     0.09297     0.63500      0.134096      0.073862      0.110137      0.009905      0.275709
     0.09297     0.64500      0.128029      0.025270      0.103385      0.003235      0.258504
     0.09297     0.65500      0.125924      0.007684      0.101020      0.000968      0.252555
     0.09297     0.66500      0.125262      0.002167      0.100287      0.000271      0.250718
     0.09297     0.67500      0.125069      0.000576      0.100076      0.000072      0.250190
     0.09297     0.68500      0.125017      0.000145      0.100019      0.000018      0.250048
     0.09297     0.69500      0.125004      0.000035      0.100005      0.000004      0.250011
     0.09297     0.70500      0.125001      0.000008      0.100001      0.000001      0.250003
     0.09297     0.71500      0.125000      0.000002      0.100000      0.000000      0.250001
     0.09297     0.72500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.73500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.74500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.75500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.76500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.77500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.78500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.79500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.80500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.81500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.82500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.83500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.84500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.85500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.86500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.87500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.88500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.89500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.90500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.91500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.92500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.93500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.94500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.95500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.96500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.97500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.98500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     0.99500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     1.00500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.09297     1.01500      0.125000      0.000000      0.100000      0.000000      0.250000
