           t           x           rho             U             p          rhoU             E
     0.02535    -0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535    -0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.02500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.03500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.04500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.05500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.06500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.07500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.08500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.09500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.10500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.11500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.12500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.13500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.14500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.15500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.16500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.17500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.18500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.19500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.20500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.21500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.22500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.23500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.24500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.25500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.26500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.27500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.28500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.29500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.30500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.31500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.32500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.33500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.34500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.35500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.36500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.37500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.38500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.39500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.02535     0.40500      1.000000      0.000001      0.999999      0.000001      2.499997
     0.02535     0.41500      1.000000      0.000015      0.999982      0.000015      2.499955
     0.02535     0.42500      1.000000      0.000152      0.999820      0.000152      2.499550
     0.02535     0.43500      1.000000      0.001128      0.998665      0.001128      2.496664
     0.02535     0.44500      1.000000      0.006243      0.992622      0.006243      2.481574
     0.02535     0.45500      1.000000      0.025716      0.969699      0.025716      2.424578
     0.02535     0.46500      0.999999      0.078913      0.907229      0.078913      2.271185
     0.02535     0.47500      0.999970      0.184051      0.797990      0.184045      2.011911
     0.02535     0.48500      0.999279      0.264585      0.662311      0.264394      1.690755
     0.02535     0.49500      0.990501      0.410070      0.592008      0.406175      1.563300
     0.02535     0.50500      0.891903      0.469213      0.401584      0.418493      1.102141
     0.02535     0.51500      0.665907      0.494177      0.283800      0.329076      0.790810
     0.02535     0.52500      0.402985      0.438802      0.207283      0.176830      0.557005
     0.02535     0.53500      0.237203      0.302430      0.153706      0.071737      0.395114
     0.02535     0.54500      0.160455      0.138243      0.120247      0.022182      0.302150
     0.02535     0.55500      0.134383      0.043156      0.105876      0.005799      0.264814
     0.02535     0.56500      0.127086      0.010253      0.101365      0.001303      0.253419
     0.02535     0.57500      0.125446      0.002265      0.100300      0.000284      0.250751
     0.02535     0.58500      0.125081      0.000423      0.100056      0.000053      0.250140
     0.02535     0.59500      0.125018      0.000094      0.100012      0.000012      0.250031
     0.02535     0.60500      0.125002      0.000013      0.100002      0.000002      0.250004
     0.02535     0.61500      0.125001      0.000004      0.100001      0.000001      0.250001
     0.02535     0.62500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.63500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.64500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.65500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.66500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.67500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.68500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.69500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.70500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.71500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.72500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.73500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.74500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.75500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.76500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.77500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.78500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.79500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.80500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.81500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.82500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.83500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.84500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.85500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.86500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.87500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.88500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.89500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.90500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.91500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.92500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.93500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.94500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.95500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.96500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.97500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.98500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     0.99500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     1.00500      0.125000      0.000000      0.100000      0.000000      0.250000
     0.02535     1.01500      0.125000      0.000000      0.100000      0.000000      0.250000
