           t           x           rho             U             p          rhoU             E
     0.12677    -0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677    -0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.00500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.01500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.02500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.03500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.04500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.05500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.06500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.07500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.08500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.09500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.10500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.11500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.12500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.13500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.14500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.15500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.16500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.17500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.18500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.19500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.20500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.21500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.22500      1.000000      0.000000      1.000000      0.000000      2.500000
     0.12677     0.23500      1.000000      0.000001      0.999999      0.000001      2.499998
     0.12677     0.24500      1.000000      0.000003      0.999997      0.000003      2.499992
     0.12677     0.25500      1.000000      0.000010      0.999988      0.000010      2.499970
     0.12677     0.26500      1.000000      0.000036      0.999957      0.000036      2.499893
     0.12677     0.27500      1.000000      0.000119      0.999860      0.000119      2.499649
     0.12677     0.28500      1.000000      0.000359      0.999575      0.000359      2.498938
     0.12677     0.29500      1.000000      0.001001      0.998816      0.001001      2.497041
     0.12677     0.30500      1.000000      0.002554      0.996980      0.002554      2.492452
     0.12677     0.31500      1.000000      0.005935      0.992982      0.005935      2.482473
